Unnamed: 0,Unnamed: 0.1,date,iso3166,Net generation,unit_x,Retail sales of electricity,unit_y,Revenue from retail sales of electricity,unit_x.1,Average retail price of electricity,unit_y.1,Number of customer accounts,unit,TAVG,TMAX,TMIN,state
5563,55,2009-05-01,USA-CA,16833.442590000002,thousand megawatthours,19871.82738,million kilowatthours,2614.15428,million dollars,13.16,cents per kilowatthour,14594119.0,number of customers,65.0743202416919,78.9635820895523,51.28083832335335,California
5564,56,2009-04-01,USA-CA,15587.65112,thousand megawatthours,19983.83161,million kilowatthours,2432.72661,million dollars,12.17,cents per kilowatthour,14976204.0,number of customers,54.598784194528896,68.0619047619048,41.18805970149254,California
5565,57,2009-03-01,USA-CA,15517.52562,thousand megawatthours,19875.74023,million kilowatthours,2422.3604800000007,million dollars,12.19,cents per kilowatthour,14796953.0,number of customers,49.840303030303,61.97559523809528,37.922754491017976,California
5566,58,2009-02-01,USA-CA,14113.905830000003,thousand megawatthours,19092.35221,million kilowatthours,2340.03441,million dollars,12.26,cents per kilowatthour,14271165.0,number of customers,46.48277945619336,56.33383233532936,36.63074626865673,California
5567,59,2009-01-01,USA-CA,15065.64303,thousand megawatthours,20947.60131,million kilowatthours,2582.66444,million dollars,12.33,cents per kilowatthour,14546581.0,number of customers,48.15377643504533,59.738095238095205,36.73483483483484,California
5568,60,2009-12-01,USA-CO,4807.34348,thousand megawatthours,4470.0187,million kilowatthours,377.12813,million dollars,8.44,cents per kilowatthour,2482197.0,number of customers,18.500301204819273,30.209281437125753,6.7221556886227525,Colorado
5569,61,2009-11-01,USA-CO,3936.17276,thousand megawatthours,4047.9079,million kilowatthours,352.53337,million dollars,8.71,cents per kilowatthour,2479541.0,number of customers,35.86314199395768,49.15595238095237,22.559159159159172,Colorado
5570,62,2009-10-01,USA-CO,4019.82821,thousand megawatthours,4177.52643,million kilowatthours,367.1887200000001,million dollars,8.79,cents per kilowatthour,2479739.0,number of customers,38.983081570996944,50.87261904761904,27.002102102102103,Colorado
5571,63,2009-09-01,USA-CO,4193.13474,thousand megawatthours,4415.20499,million kilowatthours,394.07503,million dollars,8.93,cents per kilowatthour,2476659.0,number of customers,55.03463855421686,69.00746268656711,40.93903903903904,Colorado
5572,64,2009-08-01,USA-CO,4614.38757,thousand megawatthours,4870.452520000002,million kilowatthours,431.64141,million dollars,8.86,cents per kilowatthour,2478137.0,number of customers,62.01897590361453,77.09432835820897,46.8252252252252,Colorado
5573,65,2009-07-01,USA-CO,4650.327270000002,thousand megawatthours,4746.90852,million kilowatthours,419.23099,million dollars,8.83,cents per kilowatthour,2475827.0,number of customers,64.0818731117825,78.66996996996994,49.335119047619045,Colorado
5574,66,2009-06-01,USA-CO,3970.04399,thousand megawatthours,4072.89491,million kilowatthours,334.10538,million dollars,8.2,cents per kilowatthour,2476054.0,number of customers,56.639939939939964,69.54174174174172,43.65269461077844,Colorado
5575,67,2009-05-01,USA-CO,3802.06804,thousand megawatthours,4046.95893,million kilowatthours,320.78493,million dollars,7.93,cents per kilowatthour,2473671.0,number of customers,52.092592592592624,64.81253822629968,39.284662576687104,Colorado
5576,68,2009-04-01,USA-CO,3757.25289,thousand megawatthours,3919.31761,million kilowatthours,309.6135700000001,million dollars,7.9,cents per kilowatthour,2473949.0,number of customers,39.3075075075075,52.163063063063014,26.42784431137723,Colorado
5577,69,2009-03-01,USA-CO,4265.0596700000015,thousand megawatthours,4015.46496,million kilowatthours,306.25258,million dollars,7.63,cents per kilowatthour,2473767.0,number of customers,34.6688821752266,48.257014925373106,21.06017964071856,Colorado
5578,70,2009-02-01,USA-CO,3914.03348,thousand megawatthours,3929.04536,million kilowatthours,304.48588,million dollars,7.75,cents per kilowatthour,2470448.0,number of customers,29.51295180722891,42.32485029940121,16.699101796407188,Colorado
5579,71,2009-01-01,USA-CO,4636.29945,thousand megawatthours,4324.20517,million kilowatthours,325.14984,million dollars,7.52,cents per kilowatthour,2469681.0,number of customers,26.459036144578306,38.530447761194026,14.35885885885886,Colorado
5580,72,2009-12-01,USA-CT,2637.2612,thousand megawatthours,2542.60766,million kilowatthours,451.93391,million dollars,17.77,cents per kilowatthour,1609884.0,number of customers,30.3,38.15294117647059,22.429411764705886,Connecticut
5581,73,2009-11-01,USA-CT,2192.7463,thousand megawatthours,2171.22838,million kilowatthours,389.71751,million dollars,17.95,cents per kilowatthour,1600007.0,number of customers,46.370588235294115,54.54117647058825,38.223529411764716,Connecticut
5582,74,2009-10-01,USA-CT,2375.58129,thousand megawatthours,2281.63583,million kilowatthours,413.69256,million dollars,18.13,cents per kilowatthour,1598871.0,number of customers,49.76666666666667,58.79999999999999,40.75000000000001,Connecticut
5583,75,2009-09-01,USA-CT,2610.66113,thousand megawatthours,2537.63403,million kilowatthours,453.4047,million dollars,17.87,cents per kilowatthour,1597676.0,number of customers,61.45,71.97222222222223,50.93333333333334,Connecticut
5584,76,2009-08-01,USA-CT,3154.8478600000008,thousand megawatthours,2784.29036,million kilowatthours,501.82998,million dollars,18.02,cents per kilowatthour,1596617.0,number of customers,72.07777777777777,81.01666666666667,63.11666666666666,Connecticut
5585,77,2009-07-01,USA-CT,2506.54282,thousand megawatthours,2623.19065,million kilowatthours,473.92879000000005,million dollars,18.07,cents per kilowatthour,1606285.0,number of customers,68.84705882352941,78.01176470588236,59.69411764705882,Connecticut
5586,78,2009-06-01,USA-CT,2466.36104,thousand megawatthours,2287.89692,million kilowatthours,416.86316,million dollars,18.22,cents per kilowatthour,1597242.0,number of customers,64.33529411764707,72.3,56.352941176470594,Connecticut
5587,79,2009-05-01,USA-CT,2554.41847,thousand megawatthours,2204.34897,million kilowatthours,399.23066,million dollars,18.11,cents per kilowatthour,1599808.0,number of customers,57.74705882352941,67.84705882352941,47.658823529411755,Connecticut
5588,80,2009-04-01,USA-CT,2460.77952,thousand megawatthours,2276.01455,million kilowatthours,411.77654,million dollars,18.09,cents per kilowatthour,1600340.0,number of customers,49.370588235294115,60.08235294117646,38.647058823529406,Connecticut
5589,81,2009-03-01,USA-CT,2744.69195,thousand megawatthours,2501.66082,million kilowatthours,453.24067,million dollars,18.12,cents per kilowatthour,1597875.0,number of customers,36.6684210526316,46.49999999999999,26.82105263157895,Connecticut
5590,82,2009-02-01,USA-CT,2608.8444600000007,thousand megawatthours,2666.295260000001,million kilowatthours,489.1844,million dollars,18.35,cents per kilowatthour,1597074.0,number of customers,30.36842105263158,39.99473684210526,20.7578947368421,Connecticut
5591,83,2009-01-01,USA-CT,2893.48601,thousand megawatthours,2838.96057,million kilowatthours,514.83365,million dollars,18.13,cents per kilowatthour,1601985.0,number of customers,21.32631578947368,30.121052631578944,12.515789473684213,Connecticut
5592,84,2009-12-01,USA-DC,0.406,thousand megawatthours,986.99002,million kilowatthours,128.95098000000002,million dollars,13.07,cents per kilowatthour,252462.0,number of customers,35.8,43.65000000000001,28.0,District of Columbia
5593,85,2009-11-01,USA-DC,0.0,thousand megawatthours,838.15801,million kilowatthours,108.18914,million dollars,12.91,cents per kilowatthour,251280.0,number of customers,50.35,59.45,41.25,District of Columbia
5594,86,2009-10-01,USA-DC,0.0,thousand megawatthours,866.13875,million kilowatthours,115.68071,million dollars,13.36,cents per kilowatthour,249350.0,number of customers,56.15,66.35,45.90000000000001,District of Columbia
5595,87,2009-09-01,USA-DC,0.0,thousand megawatthours,910.77221,million kilowatthours,121.34163,million dollars,13.32,cents per kilowatthour,247492.0,number of customers,69.45,79.1,59.85,District of Columbia
5596,88,2009-08-01,USA-DC,11.677,thousand megawatthours,1165.9627,million kilowatthours,155.76678,million dollars,13.36,cents per kilowatthour,246934.0,number of customers,79.45,89.55,69.35,District of Columbia
5597,89,2009-07-01,USA-DC,6.057,thousand megawatthours,1097.02484,million kilowatthours,146.21858,million dollars,13.33,cents per kilowatthour,246890.0,number of customers,77.2,87.5,66.9,District of Columbia
5598,90,2009-06-01,USA-DC,7.917000000000002,thousand megawatthours,1028.75778,million kilowatthours,136.28671,million dollars,13.25,cents per kilowatthour,246435.0,number of customers,74.5,83.05,65.95,District of Columbia
5599,91,2009-05-01,USA-DC,0.183,thousand megawatthours,922.42145,million kilowatthours,122.723,million dollars,13.3,cents per kilowatthour,247026.0,number of customers,66.95,76.85,57.05,District of Columbia
5600,92,2009-04-01,USA-DC,0.581,thousand megawatthours,840.9357,million kilowatthours,109.77022,million dollars,13.05,cents per kilowatthour,247204.0,number of customers,58.3,69.95,46.65,District of Columbia
5601,93,2009-03-01,USA-DC,0.0,thousand megawatthours,893.5037,million kilowatthours,120.65156,million dollars,13.5,cents per kilowatthour,247383.0,number of customers,44.65,54.6,34.75,District of Columbia
5602,94,2009-02-01,USA-DC,2.875,thousand megawatthours,850.93556,million kilowatthours,111.12303,million dollars,13.06,cents per kilowatthour,247245.0,number of customers,38.8,48.9,28.7,District of Columbia
5603,95,2009-01-01,USA-DC,5.803,thousand megawatthours,1032.77428,million kilowatthours,136.53799999999998,million dollars,13.22,cents per kilowatthour,247542.0,number of customers,30.65,38.55,22.75,District of Columbia
5604,96,2009-12-01,USA-DE,545.80266,thousand megawatthours,899.30517,million kilowatthours,108.05159,million dollars,12.02,cents per kilowatthour,444859.0,number of customers,37.1125,44.6625,29.55,Delaware
5605,97,2009-11-01,USA-DE,254.93454,thousand megawatthours,810.86784,million kilowatthours,97.4581,million dollars,12.02,cents per kilowatthour,444198.0,number of customers,51.1,58.88571428571429,43.3,Delaware
5606,98,2009-10-01,USA-DE,523.47591,thousand megawatthours,857.7569900000002,million kilowatthours,103.23133,million dollars,12.04,cents per kilowatthour,444127.0,number of customers,56.52857142857143,65.61428571428571,47.8125,Delaware
5607,99,2009-09-01,USA-DE,420.44197,thousand megawatthours,1048.18427,million kilowatthours,126.42926,million dollars,12.06,cents per kilowatthour,444585.0,number of customers,67.45,75.475,59.43750000000001,Delaware
5608,100,2009-08-01,USA-DE,597.67012,thousand megawatthours,1078.8411,million kilowatthours,133.54904,million dollars,12.38,cents per kilowatthour,444671.0,number of customers,77.475,85.89999999999998,69.0125,Delaware
5609,101,2009-07-01,USA-DE,429.02216,thousand megawatthours,1025.50796,million kilowatthours,125.98522,million dollars,12.29,cents per kilowatthour,444054.0,number of customers,74.725,84.26249999999997,65.175,Delaware
5610,102,2009-06-01,USA-DE,315.15489,thousand megawatthours,885.93625,million kilowatthours,108.34771,million dollars,12.23,cents per kilowatthour,443914.0,number of customers,70.9,79.13749999999997,62.6875,Delaware
5611,103,2009-05-01,USA-DE,114.68043,thousand megawatthours,803.11363,million kilowatthours,99.94404,million dollars,12.44,cents per kilowatthour,443662.0,number of customers,63.96249999999999,73.28750000000002,54.6625,Delaware
5612,104,2009-04-01,USA-DE,239.77524,thousand megawatthours,838.1365900000002,million kilowatthours,102.6946,million dollars,12.25,cents per kilowatthour,443812.0,number of customers,54.9375,65.3125,44.525,Delaware
5613,105,2009-03-01,USA-DE,308.80771,thousand megawatthours,935.66077,million kilowatthours,115.81286,million dollars,12.38,cents per kilowatthour,444028.0,number of customers,43.0,52.64285714285714,33.385714285714286,Delaware
5614,106,2009-02-01,USA-DE,372.52209,thousand megawatthours,1001.12415,million kilowatthours,121.36897,million dollars,12.12,cents per kilowatthour,443578.0,number of customers,38.34285714285714,48.257142857142846,28.442857142857147,Delaware
5615,107,2009-01-01,USA-DE,719.2751400000002,thousand megawatthours,1073.3432699999996,million kilowatthours,130.94808999999998,million dollars,12.2,cents per kilowatthour,444113.0,number of customers,30.38750000000001,38.24999999999999,22.5125,Delaware
5616,108,2009-12-01,USA-FL,16307.49231,thousand megawatthours,17303.61422,million kilowatthours,1953.51089,million dollars,11.29,cents per kilowatthour,9634076.0,number of customers,62.631927710843364,71.58988095238097,53.63473053892218,Florida
5617,109,2009-11-01,USA-FL,15656.33681,thousand megawatthours,17536.98059,million kilowatthours,2019.70892,million dollars,11.52,cents per kilowatthour,9812358.0,number of customers,67.91666666666666,77.54319526627226,58.24880952380954,Florida
5618,110,2009-10-01,USA-FL,19122.68042,thousand megawatthours,19867.93261,million kilowatthours,2265.7165,million dollars,11.4,cents per kilowatthour,9581996.0,number of customers,76.68121212121217,85.91547619047621,67.42666666666665,Florida
5619,111,2009-09-01,USA-FL,20501.74224,thousand megawatthours,21486.125,million kilowatthours,2446.97563,million dollars,11.39,cents per kilowatthour,9618100.0,number of customers,81.19710982658958,89.22873563218393,73.17341040462426,Florida
5620,112,2009-08-01,USA-FL,21981.12136,thousand megawatthours,21903.7309,million kilowatthours,2490.25542,million dollars,11.37,cents per kilowatthour,9557095.0,number of customers,82.69880952380952,90.95562130177522,74.4464285714286,Florida
5621,113,2009-07-01,USA-FL,21422.2488,thousand megawatthours,22495.78864,million kilowatthours,2579.46828,million dollars,11.47,cents per kilowatthour,9637368.0,number of customers,82.31733333333331,90.85909090909095,73.7467105263158,Florida
5622,114,2009-06-01,USA-FL,21033.64017,thousand megawatthours,20348.50184,million kilowatthours,2306.73099,million dollars,11.34,cents per kilowatthour,9674288.0,number of customers,82.02345679012345,91.14723926380364,72.9185185185185,Florida
5623,115,2009-05-01,USA-FL,18757.27248,thousand megawatthours,17872.433719999994,million kilowatthours,2031.05047,million dollars,11.36,cents per kilowatthour,9625461.0,number of customers,77.20754716981132,86.49254658385101,67.8836477987421,Florida
5624,116,2009-04-01,USA-FL,16112.91256,thousand megawatthours,15993.491430000002,million kilowatthours,1833.43402,million dollars,11.46,cents per kilowatthour,9618895.0,number of customers,70.66280487804876,81.76167664670656,59.54512195121954,Florida
5625,117,2009-03-01,USA-FL,15674.76019,thousand megawatthours,15560.79166,million kilowatthours,1824.50223,million dollars,11.73,cents per kilowatthour,9627997.0,number of customers,66.28343195266271,77.61744186046508,54.910650887573965,Florida
5626,118,2009-02-01,USA-FL,14836.973780000002,thousand megawatthours,16732.761280000002,million kilowatthours,2004.57625,million dollars,11.98,cents per kilowatthour,9667399.0,number of customers,59.02573099415208,71.26551724137931,46.73567251461989,Florida
5627,119,2009-01-01,USA-FL,16545.12729,thousand megawatthours,17648.17011,million kilowatthours,2068.8475,million dollars,11.72,cents per kilowatthour,9615444.0,number of customers,59.03373493975901,70.60470588235287,47.40963855421686,Florida
5628,120,2009-12-01,USA-GA,11417.04471,thousand megawatthours,10829.91777,million kilowatthours,913.3046,million dollars,8.43,cents per kilowatthour,4629250.0,number of customers,45.41159420289855,55.12928571428571,35.77753623188404,Georgia
5629,121,2009-11-01,USA-GA,9352.38867,thousand megawatthours,9226.15402,million kilowatthours,764.45445,million dollars,8.29,cents per kilowatthour,4623200.0,number of customers,55.239568345323754,66.69007092198582,43.81726618705035,Georgia
5630,122,2009-10-01,USA-GA,9583.18924,thousand megawatthours,10120.54852,million kilowatthours,875.84009,million dollars,8.65,cents per kilowatthour,4624423.0,number of customers,63.23088235294121,73.13576642335764,53.369852941176504,Georgia
5631,123,2009-09-01,USA-GA,11058.75559,thousand megawatthours,11485.08222,million kilowatthours,1022.83854,million dollars,8.91,cents per kilowatthour,4625731.0,number of customers,73.93065693430654,82.64233576642334,65.21386861313867,Georgia
5632,124,2009-08-01,USA-GA,13044.08141,thousand megawatthours,13138.68604,million kilowatthours,1213.80648,million dollars,9.24,cents per kilowatthour,4626351.0,number of customers,78.43555555555558,88.19710144927538,68.71333333333334,Georgia
5633,125,2009-07-01,USA-GA,13208.21218,thousand megawatthours,13490.92456,million kilowatthours,1260.67141,million dollars,9.34,cents per kilowatthour,4626977.0,number of customers,77.90227272727273,88.64222222222223,67.21954887218045,Georgia
5634,126,2009-06-01,USA-GA,12791.05979,thousand megawatthours,11895.03521,million kilowatthours,1123.4678800000004,million dollars,9.44,cents per kilowatthour,4626443.0,number of customers,79.24999999999999,90.2190839694657,68.29076923076926,Georgia
5635,127,2009-05-01,USA-GA,9529.44584,thousand megawatthours,10119.63555,million kilowatthours,862.35446,million dollars,8.52,cents per kilowatthour,4622083.0,number of customers,70.51692307692308,79.75378787878786,61.31384615384616,Georgia
5636,128,2009-04-01,USA-GA,8942.4809,thousand megawatthours,9099.36543,million kilowatthours,762.09928,million dollars,8.38,cents per kilowatthour,4619986.0,number of customers,61.20370370370372,73.30724637681156,49.14485294117645,Georgia
5637,129,2009-03-01,USA-GA,9062.02483,thousand megawatthours,9794.32861,million kilowatthours,830.81736,million dollars,8.48,cents per kilowatthour,4619476.0,number of customers,55.27500000000001,67.04820143884889,43.544852941176494,Georgia
5638,130,2009-02-01,USA-GA,9497.93059,thousand megawatthours,10168.29755,million kilowatthours,896.29626,million dollars,8.81,cents per kilowatthour,4619994.0,number of customers,46.96470588235292,60.4086330935252,33.51102941176472,Georgia
5639,131,2009-01-01,USA-GA,11211.7627,thousand megawatthours,11397.5295,million kilowatthours,990.34411,million dollars,8.69,cents per kilowatthour,4614558.0,number of customers,45.19179104477613,56.47000000000001,33.89179104477613,Georgia
5640,132,2009-12-01,USA-HI,894.3164199999999,thousand megawatthours,837.77332,million kilowatthours,195.06673,million dollars,23.28,cents per kilowatthour,475584.0,number of customers,68.54385964912281,76.86491228070173,60.22631578947369,Hawaii
5641,133,2009-11-01,USA-HI,915.78662,thousand megawatthours,846.8021,million kilowatthours,196.77144,million dollars,23.24,cents per kilowatthour,474472.0,number of customers,71.43684210526318,77.98596491228072,64.8859649122807,Hawaii
5642,134,2009-10-01,USA-HI,993.73101,thousand megawatthours,912.73259,million kilowatthours,215.13444,million dollars,23.57,cents per kilowatthour,474793.0,number of customers,74.00517241379309,81.44310344827589,66.54655172413793,Hawaii
5643,135,2009-09-01,USA-HI,956.02499,thousand megawatthours,881.2661400000002,million kilowatthours,198.97545,million dollars,22.58,cents per kilowatthour,474795.0,number of customers,73.99047619047617,81.70158730158734,66.27142857142857,Hawaii
5644,136,2009-08-01,USA-HI,987.82554,thousand megawatthours,922.87368,million kilowatthours,204.8135,million dollars,22.19,cents per kilowatthour,474170.0,number of customers,74.6876923076923,81.82000000000002,67.55692307692307,Hawaii
5645,137,2009-07-01,USA-HI,978.9184,thousand megawatthours,885.24515,million kilowatthours,177.5403,million dollars,20.06,cents per kilowatthour,474689.0,number of customers,73.98888888888891,81.18730158730158,66.88125,Hawaii
5646,138,2009-06-01,USA-HI,935.32626,thousand megawatthours,873.31645,million kilowatthours,166.48765,million dollars,19.06,cents per kilowatthour,473160.0,number of customers,73.50645161290322,80.99193548387096,66.03709677419356,Hawaii
5647,139,2009-05-01,USA-HI,920.86106,thousand megawatthours,846.8140300000001,million kilowatthours,160.1759,million dollars,18.92,cents per kilowatthour,474075.0,number of customers,70.84603174603176,78.82656250000002,62.97499999999999,Hawaii
5648,140,2009-04-01,USA-HI,858.08568,thousand megawatthours,784.5255400000002,million kilowatthours,148.83942,million dollars,18.97,cents per kilowatthour,474263.0,number of customers,67.64126984126983,74.26349206349208,61.00634920634921,Hawaii
5649,141,2009-03-01,USA-HI,887.27493,thousand megawatthours,796.49962,million kilowatthours,150.3692,million dollars,18.88,cents per kilowatthour,474423.0,number of customers,66.42666666666665,72.86507936507934,60.11666666666666,Hawaii
5650,142,2009-02-01,USA-HI,796.36612,thousand megawatthours,725.61213,million kilowatthours,149.01616,million dollars,20.54,cents per kilowatthour,473696.0,number of customers,66.24677419354839,73.16290322580646,59.33064516129032,Hawaii
5651,143,2009-01-01,USA-HI,886.01585,thousand megawatthours,812.72425,million kilowatthours,184.97922,million dollars,22.76,cents per kilowatthour,474684.0,number of customers,66.68888888888888,74.38412698412695,58.995238095238115,Hawaii
5652,144,2009-12-01,USA-IA,5045.58002,thousand megawatthours,4056.36928,million kilowatthours,284.56148,million dollars,7.02,cents per kilowatthour,1551303.0,number of customers,19.73863636363636,27.841481481481484,11.771641791044786,Iowa
5653,145,2009-11-01,USA-IA,4267.20247,thousand megawatthours,3516.25474,million kilowatthours,240.5363,million dollars,6.84,cents per kilowatthour,1545878.0,number of customers,43.321804511278174,53.49485294117646,33.226865671641804,Iowa
5654,146,2009-10-01,USA-IA,4310.5653200000015,thousand megawatthours,3340.90209,million kilowatthours,234.4429,million dollars,7.02,cents per kilowatthour,1549459.0,number of customers,44.87443609022554,53.45259259259262,36.41037037037036,Iowa
5655,147,2009-09-01,USA-IA,4160.20936,thousand megawatthours,3410.20471,million kilowatthours,265.95039,million dollars,7.8,cents per kilowatthour,1547508.0,number of customers,63.484328358208934,75.44963503649636,51.52089552238804,Iowa
5656,148,2009-08-01,USA-IA,4568.12889,thousand megawatthours,3887.92777,million kilowatthours,325.5726,million dollars,8.37,cents per kilowatthour,1547430.0,number of customers,68.62121212121212,78.95820895522394,58.2757575757576,Iowa
5657,149,2009-07-01,USA-IA,4416.14292,thousand megawatthours,3726.35792,million kilowatthours,328.84254,million dollars,8.82,cents per kilowatthour,1548037.0,number of customers,68.22538461538461,78.47803030303031,57.964615384615364,Iowa
5658,150,2009-06-01,USA-IA,4302.74542,thousand megawatthours,3686.6852,million kilowatthours,282.6916,million dollars,7.67,cents per kilowatthour,1545064.0,number of customers,69.25572519083971,79.5113636363636,59.006870229007646,Iowa
5659,151,2009-05-01,USA-IA,3766.76621,thousand megawatthours,3232.50892,million kilowatthours,228.06567,million dollars,7.06,cents per kilowatthour,1545241.0,number of customers,60.01503759398498,71.41492537313435,48.627819548872175,Iowa
5660,152,2009-04-01,USA-IA,3766.9249,thousand megawatthours,3333.16957,million kilowatthours,235.96472000000003,million dollars,7.08,cents per kilowatthour,1544734.0,number of customers,46.85755395683451,58.50633802816901,35.25357142857144,Iowa
5661,153,2009-03-01,USA-IA,4254.85006,thousand megawatthours,3648.0490700000014,million kilowatthours,256.8094,million dollars,7.04,cents per kilowatthour,1547440.0,number of customers,36.8108695652174,47.65827338129497,26.04028776978418,Iowa
5662,154,2009-02-01,USA-IA,4057.13384,thousand megawatthours,3635.90975,million kilowatthours,249.56734,million dollars,6.86,cents per kilowatthour,1544372.0,number of customers,26.236496350364966,36.9285714285714,15.634782608695648,Iowa
5663,155,2009-01-01,USA-IA,4943.81373,thousand megawatthours,4166.855979999998,million kilowatthours,282.32584,million dollars,6.78,cents per kilowatthour,1544860.0,number of customers,12.956204379562047,23.360714285714284,2.689855072463766,Iowa
5664,156,2009-12-01,USA-ID,811.55473,thousand megawatthours,2108.74142,million kilowatthours,146.92545,million dollars,6.97,cents per kilowatthour,789207.0,number of customers,20.066037735849054,28.287218045112766,11.807116104868916,Idaho
5665,157,2009-11-01,USA-ID,622.64533,thousand megawatthours,1779.50644,million kilowatthours,115.93775,million dollars,6.52,cents per kilowatthour,787662.0,number of customers,33.29560439560439,43.23553113553115,23.3660583941606,Idaho
5666,158,2009-10-01,USA-ID,771.24621,thousand megawatthours,1660.60658,million kilowatthours,108.51659,million dollars,6.53,cents per kilowatthour,788340.0,number of customers,39.715129151291535,49.77992700729928,29.691208791208787,Idaho
5667,159,2009-09-01,USA-ID,993.02013,thousand megawatthours,1845.55841,million kilowatthours,122.25946,million dollars,6.62,cents per kilowatthour,788306.0,number of customers,60.60287769784172,76.73705035971224,44.53487544483985,Idaho
5668,160,2009-08-01,USA-ID,1396.9026,thousand megawatthours,2186.71588,million kilowatthours,148.55818,million dollars,6.79,cents per kilowatthour,787478.0,number of customers,64.27717391304348,79.24945848375448,49.361510791366904,Idaho
5669,161,2009-07-01,USA-ID,1619.95121,thousand megawatthours,2265.79015,million kilowatthours,160.07435,million dollars,7.06,cents per kilowatthour,787138.0,number of customers,66.26601562500002,81.78352490421453,50.78062015503875,Idaho
5670,162,2009-06-01,USA-ID,1469.51914,thousand megawatthours,1783.25918,million kilowatthours,123.52482,million dollars,6.93,cents per kilowatthour,785949.0,number of customers,56.760594795539035,68.83874538745386,44.72398523985241,Idaho
5671,163,2009-05-01,USA-ID,1355.79071,thousand megawatthours,1842.00404,million kilowatthours,110.81907,million dollars,6.02,cents per kilowatthour,785216.0,number of customers,51.25833333333335,64.96179775280898,37.5547169811321,Idaho
5672,164,2009-04-01,USA-ID,1489.53998,thousand megawatthours,1624.02454,million kilowatthours,100.10917,million dollars,6.16,cents per kilowatthour,784659.0,number of customers,41.23471698113207,52.91842105263156,29.55375939849625,Idaho
5673,165,2009-03-01,USA-ID,744.35785,thousand megawatthours,1808.93161,million kilowatthours,110.60796,million dollars,6.11,cents per kilowatthour,785628.0,number of customers,31.526136363636336,41.76704545454545,21.29204545454548,Idaho
5674,166,2009-02-01,USA-ID,794.24652,thousand megawatthours,1791.81082,million kilowatthours,109.97941000000002,million dollars,6.14,cents per kilowatthour,784549.0,number of customers,28.07300380228137,38.21169811320754,17.973484848484837,Idaho
5675,167,2009-01-01,USA-ID,1031.37743,thousand megawatthours,2056.82994,million kilowatthours,123.22661,million dollars,5.99,cents per kilowatthour,784514.0,number of customers,25.48358778625955,34.377358490566074,16.597727272727262,Idaho
5676,168,2009-12-01,USA-IL,18047.84795,thousand megawatthours,12244.43093,million kilowatthours,1046.03719,million dollars,8.54,cents per kilowatthour,5654498.0,number of customers,28.863120567375887,35.8958620689655,21.827464788732406,Illinois
5677,169,2009-11-01,USA-IL,15669.723,thousand megawatthours,10421.96674,million kilowatthours,922.13857,million dollars,8.85,cents per kilowatthour,5658402.0,number of customers,46.83724137931034,56.39066666666667,37.288275862068964,Illinois
5678,170,2009-10-01,USA-IL,15305.444280000003,thousand megawatthours,10632.37221,million kilowatthours,953.05939,million dollars,8.96,cents per kilowatthour,5635430.0,number of customers,49.9013422818792,58.2686274509804,41.54295302013425,Illinois
5679,171,2009-09-01,USA-IL,15541.561430000002,thousand megawatthours,11299.95429,million kilowatthours,1032.7248,million dollars,9.14,cents per kilowatthour,5628928.0,number of customers,65.83959731543624,76.3741721854304,55.27852348993286,Illinois
5680,172,2009-08-01,USA-IL,17251.555330000007,thousand megawatthours,12624.44274,million kilowatthours,1155.7288199999996,million dollars,9.15,cents per kilowatthour,5644295.0,number of customers,70.83933333333334,80.81233766233763,60.876821192052965,Illinois
5681,173,2009-07-01,USA-IL,17039.777980000006,thousand megawatthours,12148.48865,million kilowatthours,1114.10397,million dollars,9.17,cents per kilowatthour,5638029.0,number of customers,70.17549668874172,79.64675324675324,60.713815789473706,Illinois
5682,174,2009-06-01,USA-IL,16374.725230000002,thousand megawatthours,11937.60334,million kilowatthours,1107.9999699999996,million dollars,9.28,cents per kilowatthour,5649068.0,number of customers,72.2411764705882,82.40779220779221,62.10451612903226,Illinois
5683,175,2009-05-01,USA-IL,15025.41804,thousand megawatthours,10286.78252,million kilowatthours,951.24926,million dollars,9.25,cents per kilowatthour,5658366.0,number of customers,62.40844155844158,73.10569620253162,51.748387096774216,Illinois
5684,176,2009-04-01,USA-IL,15160.040969999998,thousand megawatthours,10155.01541,million kilowatthours,948.30888,million dollars,9.34,cents per kilowatthour,5665032.0,number of customers,50.79205298013247,61.42012987012989,40.23486842105261,Illinois
5685,177,2009-03-01,USA-IL,15770.80924,thousand megawatthours,11137.03816,million kilowatthours,1047.54416,million dollars,9.41,cents per kilowatthour,5673931.0,number of customers,42.939735099337774,53.72418300653595,32.1125,Illinois
5686,178,2009-02-01,USA-IL,15165.91292,thousand megawatthours,10830.38169,million kilowatthours,1023.65163,million dollars,9.45,cents per kilowatthour,5697486.0,number of customers,31.520129870129885,41.491612903225814,21.64102564102565,Illinois
5687,179,2009-01-01,USA-IL,17511.5409,thousand megawatthours,12969.98932,million kilowatthours,1201.70933,million dollars,9.27,cents per kilowatthour,5675192.0,number of customers,19.59072847682119,28.564052287581692,10.632450331125836,Illinois
5688,180,2009-12-01,USA-IN,11432.19552,thousand megawatthours,9001.71478,million kilowatthours,658.1322299999998,million dollars,7.31,cents per kilowatthour,3104951.0,number of customers,29.986734693877548,37.01818181818181,23.029591836734706,Indiana
